started_at,auto_samples,auto_duration_s,auto_batt_start_v,auto_batt_min_v,auto_batt_min_t_s,auto_batt_avg_v,auto_brownouts,auto_time_below_brownout_s,drivetrain_auto_peak_a,drivetrain_auto_peak_motor,drivetrain_auto_peak_t_s,drivetrain_auto_avg_a,drivetrain_auto_wh,intake_arms_auto_peak_a,intake_arms_auto_peak_motor,intake_arms_auto_peak_t_s,intake_arms_auto_avg_a,intake_arms_auto_wh,intake_spinner_auto_peak_a,intake_spinner_auto_peak_motor,intake_spinner_auto_peak_t_s,intake_spinner_auto_avg_a,intake_spinner_auto_wh,shooting_auto_peak_a,shooting_auto_peak_motor,shooting_auto_peak_t_s,shooting_auto_avg_a,shooting_auto_wh,teleop_samples,teleop_duration_s,teleop_batt_start_v,teleop_batt_min_v,teleop_batt_min_t_s,teleop_batt_avg_v,teleop_brownouts,teleop_time_below_brownout_s,drivetrain_teleop_peak_a,drivetrain_teleop_peak_motor,drivetrain_teleop_peak_t_s,drivetrain_teleop_avg_a,drivetrain_teleop_wh,intake_arms_teleop_peak_a,intake_arms_teleop_peak_motor,intake_arms_teleop_peak_t_s,intake_arms_teleop_avg_a,intake_arms_teleop_wh,intake_spinner_teleop_peak_a,intake_spinner_teleop_peak_motor,intake_spinner_teleop_peak_t_s,intake_spinner_teleop_avg_a,intake_spinner_teleop_wh,shooting_teleop_peak_a,shooting_teleop_peak_motor,shooting_teleop_peak_t_s,shooting_teleop_avg_a,shooting_teleop_wh
2026-04-30 21:24:13,0,0.00,,,,,0,0.000,,,,,,,,,,,,,,,,,,,,,1149,57.45,12.15,9.95,29.90,12.02,0,0.000,20.9,fr_steer,32.55,3.1,0.569,0.0,intake_left,29.85,0.0,0.004,0.0,,0.00,0.0,0.000,0.0,,0.00,0.0,0.000
