t_s,phase,battery_v,drivetrain_a,intake_arms_a,intake_spinner_a,shooting_a
48.700,teleop,12.115,-0.0,0.0,0.0,0.0
48.750,teleop,12.121,-0.0,0.0,0.0,0.0
48.800,teleop,12.109,0.1,0.0,0.0,0.0
48.850,teleop,12.121,0.1,0.0,0.0,0.0
48.900,teleop,12.128,0.1,0.0,0.0,0.0
48.950,teleop,12.134,0.1,0.0,0.0,0.0
49.000,teleop,12.109,0.1,0.0,0.0,0.0
49.050,teleop,12.109,0.4,0.0,0.0,0.0
49.100,teleop,12.102,0.4,0.0,0.0,0.0
49.150,teleop,12.090,0.4,0.0,0.0,0.0
49.200,teleop,12.109,0.4,0.0,0.0,0.0
49.253,teleop,12.109,0.4,0.0,0.0,0.0
49.302,teleop,12.115,0.4,0.0,0.0,0.0
49.350,teleop,12.109,0.9,0.0,0.0,0.0
49.401,teleop,12.090,0.9,0.0,0.0,0.0
49.451,teleop,12.046,0.9,0.0,0.0,0.0
49.500,teleop,12.109,0.9,0.0,0.0,0.0
49.550,teleop,12.121,0.0,0.0,0.0,0.0
49.600,teleop,12.102,0.1,0.0,0.0,0.0
49.650,teleop,12.109,0.1,0.0,0.0,0.0
49.700,teleop,12.121,0.1,0.0,0.0,0.0
49.750,teleop,12.128,0.1,0.0,0.0,0.0
49.800,teleop,12.128,0.0,0.0,0.0,0.0
49.850,teleop,12.121,0.0,0.0,0.0,0.0
49.900,teleop,12.115,0.0,0.0,0.0,0.0
49.950,teleop,12.109,0.0,0.0,0.0,0.0
50.000,teleop,12.128,0.0,0.0,0.0,0.0
50.052,teleop,12.121,0.0,0.0,0.0,0.0
50.100,teleop,12.128,0.0,0.0,0.0,0.0
50.150,teleop,12.134,0.0,0.0,0.0,0.0
50.200,teleop,12.121,0.0,0.0,0.0,0.0
50.250,teleop,12.121,0.0,0.0,0.0,0.0
50.300,teleop,12.115,0.0,0.0,0.0,0.0
50.352,teleop,12.121,0.0,0.0,0.0,0.0
50.401,teleop,12.121,0.0,0.0,0.0,0.0
50.450,teleop,12.140,0.0,0.0,0.0,0.0
50.500,teleop,12.128,0.0,0.0,0.0,0.0
50.550,teleop,12.128,0.0,0.0,0.0,0.0
50.600,teleop,12.146,0.0,0.0,0.0,0.0
50.650,teleop,12.128,0.0,0.0,0.0,0.0
50.700,teleop,12.128,0.0,0.0,0.0,0.0
50.750,teleop,12.128,0.0,0.0,0.0,0.0
50.800,teleop,12.115,0.0,0.0,0.0,0.0
50.850,teleop,12.128,0.0,0.0,0.0,0.0
50.900,teleop,12.140,0.0,0.0,0.0,0.0
50.950,teleop,12.140,0.0,0.0,0.0,0.0
51.000,teleop,12.140,0.0,0.0,0.0,0.0
51.050,teleop,12.115,0.0,0.0,0.0,0.0
51.100,teleop,12.121,0.0,0.0,0.0,0.0
51.150,teleop,12.109,0.0,0.0,0.0,0.0
51.200,teleop,12.140,0.0,0.0,0.0,0.0
51.250,teleop,12.128,0.0,0.0,0.0,0.0
51.300,teleop,12.134,0.1,0.0,0.0,0.0
51.350,teleop,12.146,0.1,0.0,0.0,0.0
51.400,teleop,12.140,0.1,0.0,0.0,0.0
51.450,teleop,12.128,0.1,0.0,0.0,0.0
51.501,teleop,12.121,0.1,0.0,0.0,0.0
51.550,teleop,12.128,0.0,0.0,0.0,0.0
51.602,teleop,12.121,0.0,0.0,0.0,0.0
51.650,teleop,12.140,0.0,0.0,0.0,0.0
51.700,teleop,12.134,0.0,0.0,0.0,0.0
51.751,teleop,12.134,0.0,0.0,0.0,0.0
51.800,teleop,12.128,-0.0,0.0,0.0,0.0
51.851,teleop,12.128,-0.0,0.0,0.0,0.0
51.900,teleop,12.134,-0.0,0.0,0.0,0.0
51.950,teleop,12.134,-0.0,0.0,0.0,0.0
52.000,teleop,12.128,-0.0,0.0,0.0,0.0
52.050,teleop,12.134,0.0,0.0,0.0,0.0
52.100,teleop,12.146,0.0,0.0,0.0,0.0
52.150,teleop,12.140,0.0,0.0,0.0,0.0
52.200,teleop,12.140,0.0,0.0,0.0,0.0
52.251,teleop,12.128,0.0,0.0,0.0,0.0
52.300,teleop,12.134,0.0,0.0,0.0,0.0
52.350,teleop,12.128,0.0,0.0,0.0,0.0
52.400,teleop,12.121,0.0,0.0,0.0,0.0
52.450,teleop,12.140,0.0,0.0,0.0,0.0
52.500,teleop,12.140,0.0,0.0,0.0,0.0
52.550,teleop,12.140,0.0,0.0,0.0,0.0
52.600,teleop,12.146,0.0,0.0,0.0,0.0
52.650,teleop,12.121,0.0,0.0,0.0,0.0
52.700,teleop,12.121,0.0,0.0,0.0,0.0
52.750,teleop,12.134,0.0,0.0,0.0,0.0
52.803,teleop,12.115,0.0,0.0,0.0,0.0
52.850,teleop,12.153,0.0,0.0,0.0,0.0
52.901,teleop,12.134,0.0,0.0,0.0,0.0
52.951,teleop,12.146,0.0,0.0,0.0,0.0
53.001,teleop,12.146,0.0,0.0,0.0,0.0
53.051,teleop,12.115,-0.0,0.0,0.0,0.0
53.100,teleop,12.134,-0.0,0.0,0.0,0.0
53.150,teleop,12.128,-0.0,0.0,0.0,0.0
53.200,teleop,12.128,-0.0,0.0,0.0,0.0
53.250,teleop,12.140,-0.0,0.0,0.0,0.0
53.300,teleop,12.146,0.0,0.0,0.0,0.0
53.351,teleop,12.153,0.0,0.0,0.0,0.0
53.400,teleop,12.134,0.0,0.0,0.0,0.0
53.450,teleop,12.140,0.0,0.0,0.0,0.0
53.501,teleop,12.128,0.0,0.0,0.0,0.0
53.550,teleop,12.140,-0.0,0.0,0.0,0.0
53.600,teleop,12.134,-0.0,0.0,0.0,0.0
53.650,teleop,12.146,-0.0,0.0,0.0,0.0
53.700,teleop,12.146,-0.0,0.0,0.0,0.0
53.750,teleop,12.146,-0.0,0.0,0.0,0.0
53.800,teleop,12.146,0.0,0.0,0.0,0.0
53.850,teleop,12.134,0.0,0.0,0.0,0.0
53.900,teleop,12.128,0.0,0.0,0.0,0.0
53.950,teleop,12.134,0.0,0.0,0.0,0.0
54.000,teleop,12.128,0.0,0.0,0.0,0.0
54.051,teleop,12.134,0.0,0.0,0.0,0.0
54.101,teleop,12.128,0.0,0.0,0.0,0.0
54.150,teleop,12.140,0.0,0.0,0.0,0.0
54.201,teleop,12.146,0.0,0.0,0.0,0.0
54.250,teleop,12.128,0.0,0.0,0.0,0.0
54.300,teleop,12.128,-0.0,0.0,0.0,0.0
54.350,teleop,12.134,-0.0,0.0,0.0,0.0
54.400,teleop,12.134,-0.0,0.0,0.0,0.0
54.450,teleop,12.146,-0.0,0.0,0.0,0.0
54.500,teleop,12.140,-0.0,0.0,0.0,0.0
54.550,teleop,12.134,0.0,0.0,0.0,0.0
54.600,teleop,12.140,0.0,0.0,0.0,0.0
54.650,teleop,12.128,0.0,0.0,0.0,0.0
54.700,teleop,12.134,0.0,0.0,0.0,0.0
54.750,teleop,12.128,0.0,0.0,0.0,0.0
54.802,teleop,12.146,0.0,0.0,0.0,0.0
54.851,teleop,12.146,0.0,0.0,0.0,0.0
54.901,teleop,12.134,0.0,0.0,0.0,0.0
54.951,teleop,12.146,0.0,0.0,0.0,0.0
55.000,teleop,12.140,0.0,0.0,0.0,0.0
55.050,teleop,12.128,0.0,0.0,0.0,0.0
55.100,teleop,12.134,0.0,0.0,0.0,0.0
55.150,teleop,12.128,0.0,0.0,0.0,0.0
55.200,teleop,12.146,0.0,0.0,0.0,0.0
55.250,teleop,12.146,0.0,0.0,0.0,0.0
55.300,teleop,12.146,0.0,0.0,0.0,0.0
55.350,teleop,12.146,0.0,0.0,0.0,0.0
55.400,teleop,12.146,0.0,0.0,0.0,0.0
55.450,teleop,12.121,0.0,0.0,0.0,0.0
55.500,teleop,12.140,0.0,0.0,0.0,0.0
55.550,teleop,12.128,0.0,0.0,0.0,0.0
55.600,teleop,12.134,0.0,0.0,0.0,0.0
55.650,teleop,12.134,0.0,0.0,0.0,0.0
55.700,teleop,12.146,0.0,0.0,0.0,0.0
55.750,teleop,12.134,0.0,0.0,0.0,0.0
55.800,teleop,12.134,0.0,0.0,0.0,0.0
55.850,teleop,12.134,0.0,0.0,0.0,0.0
55.900,teleop,12.140,0.0,0.0,0.0,0.0
55.950,teleop,12.134,0.0,0.0,0.0,0.0
56.000,teleop,12.134,0.0,0.0,0.0,0.0
56.050,teleop,12.140,0.0,0.0,0.0,0.0
56.100,teleop,12.140,0.0,0.0,0.0,0.0
56.151,teleop,12.140,0.0,0.0,0.0,0.0
56.200,teleop,12.140,0.0,0.0,0.0,0.0
56.250,teleop,12.134,0.0,0.0,0.0,0.0
56.300,teleop,12.128,0.0,0.0,0.0,0.0
56.350,teleop,12.128,0.0,0.0,0.0,0.0
56.400,teleop,12.121,0.0,0.0,0.0,0.0
56.450,teleop,12.134,0.0,0.0,0.0,0.0
56.500,teleop,12.153,0.0,0.0,0.0,0.0
56.550,teleop,12.140,-0.0,0.0,0.0,0.0
56.600,teleop,12.153,-0.0,0.0,0.0,0.0
56.650,teleop,12.134,-0.0,0.0,0.0,0.0
56.700,teleop,12.140,-0.0,0.0,0.0,0.0
56.751,teleop,12.128,-0.0,0.0,0.0,0.0
56.800,teleop,12.134,0.0,0.0,0.0,0.0
56.850,teleop,12.134,0.0,0.0,0.0,0.0
56.900,teleop,12.134,0.0,0.0,0.0,0.0
56.950,teleop,12.134,0.0,0.0,0.0,0.0
57.001,teleop,12.134,0.0,0.0,0.0,0.0
57.051,teleop,12.134,0.0,0.0,0.0,0.0
57.100,teleop,12.140,0.0,0.0,0.0,0.0
57.150,teleop,12.140,0.0,0.0,0.0,0.0
57.200,teleop,12.134,0.0,0.0,0.0,0.0
57.250,teleop,12.146,0.0,0.0,0.0,0.0
57.300,teleop,12.140,-0.0,0.0,0.0,0.0
57.350,teleop,12.146,-0.0,0.0,0.0,0.0
57.400,teleop,12.134,-0.0,0.0,0.0,0.0
