t_s,phase,battery_v,drivetrain_a,intake_arms_a,intake_spinner_a,shooting_a
23.850,teleop,11.895,4.1,0.0,0.0,0.0
23.900,teleop,11.857,4.1,0.0,0.0,0.0
23.951,teleop,11.857,4.1,0.0,0.0,0.0
24.000,teleop,11.864,4.1,0.0,0.0,0.0
24.050,teleop,11.895,3.3,0.0,0.0,0.0
24.100,teleop,11.895,3.3,0.0,0.0,0.0
24.150,teleop,11.895,3.3,0.0,0.0,0.0
24.200,teleop,11.895,3.3,0.0,0.0,0.0
24.250,teleop,11.889,3.3,0.0,0.0,0.0
24.300,teleop,11.883,3.8,0.0,0.0,0.0
24.350,teleop,11.876,3.8,0.0,0.0,0.0
24.400,teleop,11.889,3.8,0.0,0.0,0.0
24.450,teleop,11.901,3.8,0.0,0.0,0.0
24.500,teleop,11.895,3.8,0.0,0.0,0.0
24.550,teleop,11.883,3.7,0.0,0.0,0.0
24.600,teleop,11.870,3.6,0.0,0.0,0.0
24.650,teleop,11.889,3.6,0.0,0.0,0.0
24.700,teleop,11.889,3.6,0.0,0.0,0.0
24.752,teleop,11.864,3.6,0.0,0.0,0.0
24.803,teleop,11.901,3.2,0.0,0.0,0.0
24.851,teleop,11.901,3.3,0.0,0.0,0.0
24.900,teleop,11.901,3.3,0.0,0.0,0.0
24.950,teleop,11.883,3.3,0.0,0.0,0.0
25.000,teleop,11.864,3.3,0.0,0.0,0.0
25.050,teleop,11.889,3.1,0.0,0.0,0.0
25.100,teleop,11.883,3.1,0.0,0.0,0.0
25.150,teleop,11.883,3.1,0.0,0.0,0.0
25.200,teleop,11.851,3.1,0.0,0.0,0.0
25.250,teleop,11.901,3.1,0.0,0.0,0.0
25.300,teleop,11.883,3.4,0.0,0.0,0.0
25.350,teleop,11.908,3.4,0.0,0.0,0.0
25.400,teleop,11.883,3.4,0.0,0.0,0.0
25.451,teleop,11.845,3.4,0.0,0.0,0.0
25.500,teleop,11.895,3.4,0.0,0.0,0.0
25.550,teleop,11.857,3.1,0.0,0.0,0.0
25.601,teleop,11.895,3.1,0.0,0.0,0.0
25.650,teleop,11.895,3.1,0.0,0.0,0.0
25.700,teleop,11.889,3.1,0.0,0.0,0.0
25.750,teleop,11.889,3.1,0.0,0.0,0.0
25.800,teleop,11.876,2.4,0.0,0.0,0.0
25.850,teleop,11.870,2.4,0.0,0.0,0.0
25.900,teleop,11.876,2.4,0.0,0.0,0.0
25.950,teleop,11.883,2.4,0.0,0.0,0.0
26.000,teleop,11.870,2.4,0.0,0.0,0.0
26.050,teleop,11.901,2.3,0.0,0.0,0.0
26.100,teleop,11.876,2.3,0.0,0.0,0.0
26.150,teleop,11.901,2.3,0.0,0.0,0.0
26.203,teleop,11.889,2.3,0.0,0.0,0.0
26.251,teleop,11.845,2.3,0.0,0.0,0.0
26.301,teleop,11.876,3.3,0.0,0.0,0.0
26.351,teleop,11.851,3.3,0.0,0.0,0.0
26.400,teleop,11.895,3.3,0.0,0.0,0.0
26.450,teleop,11.901,3.3,0.0,0.0,0.0
26.500,teleop,11.889,3.3,0.0,0.0,0.0
26.550,teleop,11.876,3.4,0.0,0.0,0.0
26.600,teleop,11.876,3.4,0.0,0.0,0.0
26.650,teleop,11.889,3.4,0.0,0.0,0.0
26.700,teleop,11.889,3.4,0.0,0.0,0.0
26.750,teleop,11.901,3.4,0.0,0.0,0.0
26.800,teleop,11.908,4.5,0.0,0.0,0.0
26.850,teleop,11.901,4.5,0.0,0.0,0.0
26.900,teleop,11.895,4.5,0.0,0.0,0.0
26.950,teleop,11.914,4.5,0.0,0.0,0.0
27.000,teleop,11.883,4.5,0.0,0.0,0.0
27.050,teleop,11.876,3.1,0.0,0.0,0.0
27.100,teleop,11.864,3.1,0.0,0.0,0.0
27.150,teleop,11.857,3.1,0.0,0.0,0.0
27.200,teleop,11.895,3.1,0.0,0.0,0.0
27.250,teleop,11.895,3.1,0.0,0.0,0.0
27.300,teleop,11.870,3.6,0.0,0.0,0.0
27.350,teleop,11.883,3.6,0.0,0.0,0.0
27.402,teleop,11.889,3.6,0.0,0.0,0.0
27.451,teleop,11.876,3.6,0.0,0.0,0.0
27.501,teleop,11.864,3.6,0.0,0.0,0.0
27.550,teleop,11.870,2.9,0.0,0.0,0.0
27.600,teleop,11.883,3.6,0.0,0.0,0.0
27.650,teleop,11.883,3.6,0.0,0.0,0.0
27.700,teleop,11.895,3.6,0.0,0.0,0.0
27.750,teleop,11.851,3.6,0.0,0.0,0.0
27.800,teleop,11.870,1.9,0.0,0.0,0.0
27.850,teleop,11.876,2.0,0.0,0.0,0.0
27.900,teleop,11.889,2.0,0.0,0.0,0.0
27.950,teleop,11.870,2.0,0.0,0.0,0.0
28.000,teleop,11.895,2.0,0.0,0.0,0.0
28.050,teleop,11.920,3.2,0.0,0.0,0.0
28.101,teleop,11.883,3.2,0.0,0.0,0.0
28.151,teleop,11.901,3.2,0.0,0.0,0.0
28.200,teleop,11.851,3.2,0.0,0.0,0.0
28.252,teleop,11.883,3.2,0.0,0.0,0.0
28.301,teleop,11.857,2.3,0.0,0.0,0.0
28.350,teleop,11.870,2.3,0.0,0.0,0.0
28.400,teleop,11.883,2.3,0.0,0.0,0.0
28.450,teleop,11.857,2.3,0.0,0.0,0.0
28.500,teleop,11.883,2.3,0.0,0.0,0.0
28.550,teleop,11.870,3.9,0.0,0.0,0.0
28.600,teleop,11.870,3.9,0.0,0.0,0.0
28.650,teleop,11.857,3.9,0.0,0.0,0.0
28.700,teleop,11.895,3.9,0.0,0.0,0.0
28.750,teleop,11.870,3.9,0.0,0.0,0.0
28.800,teleop,11.889,3.9,0.0,0.0,0.0
28.851,teleop,11.883,3.8,0.0,0.0,0.0
28.900,teleop,11.876,3.8,0.0,0.0,0.0
28.950,teleop,11.895,3.8,0.0,0.0,0.0
29.000,teleop,11.895,3.8,0.0,0.0,0.0
29.050,teleop,11.851,2.8,0.0,0.0,0.0
29.100,teleop,11.883,2.8,0.0,0.0,0.0
29.150,teleop,11.895,2.8,0.0,0.0,0.0
29.200,teleop,11.920,2.8,0.0,0.0,0.0
29.250,teleop,11.895,2.8,0.0,0.0,0.0
29.301,teleop,11.839,3.6,0.0,0.0,0.0
29.351,teleop,11.901,3.6,0.0,0.0,0.0
29.401,teleop,11.864,3.6,0.0,0.0,0.0
29.450,teleop,11.889,3.6,0.0,0.0,0.0
29.500,teleop,13.152,3.6,0.0,0.0,0.0
29.550,teleop,12.058,-15.2,0.0,0.0,0.0
29.600,teleop,11.952,-15.2,0.0,0.0,0.0
29.650,teleop,11.989,-15.2,0.0,0.0,0.0
29.700,teleop,12.065,-15.2,0.0,0.0,0.0
29.750,teleop,12.046,-15.2,0.0,0.0,0.0
29.800,teleop,10.758,83.3,0.0,0.0,0.0
29.850,teleop,12.027,83.3,0.1,0.0,0.0
29.902,teleop,9.954,83.3,0.1,0.0,0.0
29.950,teleop,10.576,83.3,0.1,0.0,0.0
30.000,teleop,11.499,83.3,0.1,0.0,0.0
30.050,teleop,11.807,15.3,0.1,0.0,0.0
30.100,teleop,11.895,13.3,0.0,0.0,0.0
30.150,teleop,11.795,13.3,0.0,0.0,0.0
30.200,teleop,11.870,13.3,0.0,0.0,0.0
30.250,teleop,11.820,13.3,0.0,0.0,0.0
30.300,teleop,11.845,3.8,0.0,0.0,0.0
30.350,teleop,11.839,3.8,0.0,0.0,0.0
30.400,teleop,11.851,3.8,0.0,0.0,0.0
30.450,teleop,11.857,3.8,0.0,0.0,0.0
30.502,teleop,11.857,3.8,0.0,0.0,0.0
30.550,teleop,11.870,3.3,0.0,0.0,0.0
30.600,teleop,11.820,3.3,0.0,0.0,0.0
30.650,teleop,11.845,3.3,0.0,0.0,0.0
30.702,teleop,11.851,3.3,0.0,0.0,0.0
30.750,teleop,11.864,3.3,0.0,0.0,0.0
30.802,teleop,11.876,3.5,0.0,0.0,0.0
30.851,teleop,11.883,3.5,0.0,0.0,0.0
30.900,teleop,11.857,3.5,0.0,0.0,0.0
30.950,teleop,11.876,3.5,0.0,0.0,0.0
31.000,teleop,11.857,3.5,0.0,0.0,0.0
31.050,teleop,11.870,3.8,0.0,0.0,0.0
31.100,teleop,11.857,3.8,0.0,0.0,0.0
31.150,teleop,11.851,3.8,0.0,0.0,0.0
31.200,teleop,11.889,3.8,0.0,0.0,0.0
31.250,teleop,11.870,3.8,0.0,0.0,0.0
31.300,teleop,11.889,2.6,0.0,0.0,0.0
31.350,teleop,11.895,2.6,0.0,0.0,0.0
31.400,teleop,11.876,2.6,0.0,0.0,0.0
31.450,teleop,11.889,2.6,0.0,0.0,0.0
31.502,teleop,11.876,2.6,0.0,0.0,0.0
31.551,teleop,11.857,2.7,0.0,0.0,0.0
31.600,teleop,11.801,2.7,0.0,0.0,0.0
31.650,teleop,12.869,2.7,0.0,0.0,0.0
31.700,teleop,11.908,2.7,0.0,0.0,0.0
31.750,teleop,11.625,2.7,0.0,0.0,0.0
31.800,teleop,11.374,37.2,0.0,0.0,0.0
31.850,teleop,11.248,35.3,0.0,0.0,0.0
31.900,teleop,11.041,35.3,0.0,0.0,0.0
31.950,teleop,11.945,35.3,0.0,0.0,0.0
32.000,teleop,11.952,35.3,0.0,0.0,0.0
32.050,teleop,11.971,17.9,0.0,0.0,0.0
32.100,teleop,11.945,4.9,0.0,0.0,0.0
32.150,teleop,11.989,4.9,0.0,0.0,0.0
32.200,teleop,11.971,4.9,0.0,0.0,0.0
32.250,teleop,11.952,4.9,0.0,0.0,0.0
32.300,teleop,11.983,0.8,0.0,0.0,0.0
32.350,teleop,11.964,0.8,0.0,0.0,0.0
32.400,teleop,11.977,0.8,0.0,0.0,0.0
32.450,teleop,11.977,0.8,0.0,0.0,0.0
32.500,teleop,11.889,0.8,0.0,0.0,0.0
32.550,teleop,10.557,99.1,0.0,0.0,0.0
32.600,teleop,10.676,99.1,0.0,0.0,0.0
32.650,teleop,10.255,99.1,0.0,0.0,0.0
32.700,teleop,11.901,99.1,0.0,0.0,0.0
32.750,teleop,11.851,99.1,0.0,0.0,0.0
32.800,teleop,11.939,2.3,0.0,0.0,0.0
32.850,teleop,11.933,2.3,0.0,0.0,0.0
32.900,teleop,11.958,2.3,0.0,0.0,0.0
32.950,teleop,11.901,2.3,0.0,0.0,0.0
33.000,teleop,11.908,2.3,0.0,0.0,0.0
33.050,teleop,11.958,2.9,0.0,0.0,0.0
33.100,teleop,11.933,2.9,0.0,0.0,0.0
33.151,teleop,11.920,2.9,0.0,0.0,0.0
33.201,teleop,11.920,2.9,0.0,0.0,0.0
33.250,teleop,11.945,2.9,0.0,0.0,0.0
33.300,teleop,11.958,2.3,0.0,0.0,0.0
33.350,teleop,11.468,2.3,0.0,0.0,0.0
33.400,teleop,11.644,2.3,0.0,0.0,0.0
33.450,teleop,11.933,2.3,0.0,0.0,0.0
33.500,teleop,11.958,2.3,0.0,0.0,0.0
33.550,teleop,11.927,3.8,0.0,0.0,0.0
33.600,teleop,11.964,3.8,0.0,0.0,0.0
33.650,teleop,11.914,3.8,0.0,0.0,0.0
33.700,teleop,11.964,3.8,0.0,0.0,0.0
33.750,teleop,11.920,3.8,0.0,0.0,0.0
33.802,teleop,11.939,2.2,0.0,0.0,0.0
33.850,teleop,11.964,1.2,0.0,0.0,0.0
33.900,teleop,11.719,1.2,0.0,0.0,0.0
33.951,teleop,11.016,1.2,0.0,0.0,0.0
34.000,teleop,11.776,1.2,0.0,0.0,0.0
34.050,teleop,11.983,0.8,0.0,0.0,0.0
34.100,teleop,11.971,0.8,0.0,0.0,0.0
34.150,teleop,11.971,0.8,0.0,0.0,0.0
34.200,teleop,11.971,0.8,0.0,0.0,0.0
34.250,teleop,11.952,0.8,0.0,0.0,0.0
34.300,teleop,11.952,1.4,0.0,0.0,0.0
34.350,teleop,11.983,1.5,0.0,0.0,0.0
34.400,teleop,11.971,1.5,0.0,0.0,0.0
34.450,teleop,11.964,1.5,0.0,0.0,0.0
34.500,teleop,11.977,1.5,0.0,0.0,0.0
34.550,teleop,11.933,7.8,0.0,0.0,0.0
34.600,teleop,12.002,8.7,0.0,0.0,0.0
34.650,teleop,11.933,8.7,0.0,0.0,0.0
34.700,teleop,11.914,8.7,0.0,0.0,0.0
34.750,teleop,11.732,8.7,0.0,0.0,0.0
34.800,teleop,12.058,1.3,0.0,0.0,0.0
34.850,teleop,11.857,0.4,0.0,0.0,0.0
34.900,teleop,11.380,0.4,0.0,0.0,0.0
34.950,teleop,10.978,0.4,0.0,0.0,0.0
35.000,teleop,10.777,0.4,0.0,0.0,0.0
35.050,teleop,11.122,65.0,0.0,0.0,0.0
35.100,teleop,11.751,65.0,0.1,0.0,0.0
35.150,teleop,11.751,65.0,0.1,0.0,0.0
35.201,teleop,11.813,65.0,0.1,0.0,0.0
35.251,teleop,11.845,65.0,0.1,0.0,0.0
35.301,teleop,11.832,16.9,0.1,0.0,0.0
35.351,teleop,11.807,5.3,0.0,0.0,0.0
35.402,teleop,11.813,5.3,0.0,0.0,0.0
35.451,teleop,11.864,5.3,0.0,0.0,0.0
35.501,teleop,11.813,5.3,0.0,0.0,0.0
35.550,teleop,11.857,4.1,0.0,0.0,0.0
35.600,teleop,11.839,3.3,0.0,0.0,0.0
35.650,teleop,11.845,3.3,0.0,0.0,0.0
35.700,teleop,11.864,3.3,0.0,0.0,0.0
35.750,teleop,11.883,3.3,0.0,0.0,0.0
35.800,teleop,11.826,3.4,0.0,0.0,0.0
35.850,teleop,11.857,3.5,0.0,0.0,0.0
35.900,teleop,11.876,3.5,0.0,0.0,0.0
35.950,teleop,11.782,3.5,0.0,0.0,0.0
36.000,teleop,11.801,3.5,0.0,0.0,0.0
36.050,teleop,11.826,2.4,0.0,0.0,0.0
36.102,teleop,12.969,2.4,0.0,0.0,0.0
36.150,teleop,12.197,2.4,0.0,0.0,0.0
36.200,teleop,12.153,2.4,0.0,0.0,0.0
36.251,teleop,11.945,2.4,0.0,0.0,0.0
36.300,teleop,12.090,-18.1,0.0,0.0,0.0
36.350,teleop,11.977,-18.1,0.0,0.0,0.0
36.400,teleop,11.927,-18.1,0.0,0.0,0.0
36.450,teleop,12.021,-18.1,0.0,0.0,0.0
36.500,teleop,11.971,-18.1,0.0,0.0,0.0
36.550,teleop,11.883,9.0,0.0,0.0,0.0
36.600,teleop,11.964,9.0,0.0,0.0,0.0
36.650,teleop,11.989,9.0,0.0,0.0,0.0
36.700,teleop,12.027,9.0,0.0,0.0,0.0
36.750,teleop,12.021,9.0,0.0,0.0,0.0
36.800,teleop,11.769,45.7,0.0,0.0,0.0
36.850,teleop,11.122,55.4,0.0,0.0,0.0
36.900,teleop,11.543,55.4,0.0,0.0,0.0
36.950,teleop,11.964,55.4,0.0,0.0,0.0
37.001,teleop,11.883,55.4,0.0,0.0,0.0
37.050,teleop,11.675,2.1,0.0,0.0,0.0
37.100,teleop,11.763,2.1,0.0,0.0,0.0
37.150,teleop,11.606,2.1,0.0,0.0,0.0
37.200,teleop,11.889,2.1,0.0,0.0,0.0
37.250,teleop,11.826,2.1,0.0,0.0,0.0
37.301,teleop,11.952,0.8,0.0,0.0,0.0
37.351,teleop,11.619,0.8,0.0,0.0,0.0
37.400,teleop,11.845,0.8,0.0,0.0,0.0
37.450,teleop,11.682,0.8,0.0,0.0,0.0
37.500,teleop,11.587,0.8,0.0,0.0,0.0
37.550,teleop,11.587,15.3,0.0,0.0,0.0
37.600,teleop,11.694,20.5,0.0,0.0,0.0
37.650,teleop,11.857,20.5,0.0,0.0,0.0
37.700,teleop,11.700,20.5,0.0,0.0,0.0
37.750,teleop,11.876,20.5,0.0,0.0,0.0
37.800,teleop,11.694,20.0,0.0,0.0,0.0
37.850,teleop,11.864,20.0,0.0,0.0,0.0
37.901,teleop,11.839,20.0,0.0,0.0,0.0
37.950,teleop,11.851,20.0,0.0,0.0,0.0
38.002,teleop,11.857,20.0,0.0,0.0,0.0
38.052,teleop,11.876,3.3,0.0,0.0,0.0
38.102,teleop,11.826,3.3,0.0,0.0,0.0
38.152,teleop,11.845,3.3,0.0,0.0,0.0
38.200,teleop,11.870,3.3,0.0,0.0,0.0
38.252,teleop,11.851,3.3,0.0,0.0,0.0
38.302,teleop,11.851,3.5,0.0,0.0,0.0
38.351,teleop,11.839,3.1,0.0,0.0,0.0
38.402,teleop,11.864,3.1,0.0,0.0,0.0
38.450,teleop,11.832,3.1,0.0,0.0,0.0
38.500,teleop,11.889,3.1,0.0,0.0,0.0
38.550,teleop,11.870,4.4,0.0,0.0,0.0
38.600,teleop,11.870,4.4,0.0,0.0,0.0
38.650,teleop,11.870,4.4,0.0,0.0,0.0
38.700,teleop,11.870,4.4,0.0,0.0,0.0
38.750,teleop,11.857,4.4,0.0,0.0,0.0
38.800,teleop,11.864,2.9,0.0,0.0,0.0
38.850,teleop,11.851,2.9,0.0,0.0,0.0
38.900,teleop,11.870,2.9,0.0,0.0,0.0
38.950,teleop,11.870,2.9,0.0,0.0,0.0
39.000,teleop,11.857,2.9,0.0,0.0,0.0
39.050,teleop,11.851,3.7,0.0,0.0,0.0
39.100,teleop,11.857,3.6,0.0,0.0,0.0
39.150,teleop,11.851,3.6,0.0,0.0,0.0
39.200,teleop,11.857,3.6,0.0,0.0,0.0
39.251,teleop,11.839,3.6,0.0,0.0,0.0
39.300,teleop,11.864,3.4,0.0,0.0,0.0
39.350,teleop,11.851,2.5,0.0,0.0,0.0
39.402,teleop,11.883,2.5,0.0,0.0,0.0
39.451,teleop,11.851,2.5,0.0,0.0,0.0
39.500,teleop,11.876,2.5,0.0,0.0,0.0
39.550,teleop,11.839,3.5,0.0,0.0,0.0
39.600,teleop,11.864,3.5,0.0,0.0,0.0
39.650,teleop,11.864,3.5,0.0,0.0,0.0
39.700,teleop,11.870,3.5,0.0,0.0,0.0
39.750,teleop,11.908,3.5,0.0,0.0,0.0
39.800,teleop,11.883,3.4,0.0,0.0,0.0
39.850,teleop,11.876,3.4,0.0,0.0,0.0
39.900,teleop,12.027,3.4,0.0,0.0,0.0
39.950,teleop,12.165,3.4,0.0,0.0,0.0
40.000,teleop,11.920,3.4,0.0,0.0,0.0
40.050,teleop,11.971,3.5,0.0,0.0,0.0
40.102,teleop,11.964,3.6,0.0,0.0,0.0
40.151,teleop,12.102,3.6,0.0,0.0,0.0
40.201,teleop,12.027,3.6,0.0,0.0,0.0
40.250,teleop,11.908,3.6,0.0,0.0,0.0
40.300,teleop,11.945,2.9,0.0,0.0,0.0
40.350,teleop,11.870,2.9,0.0,0.0,0.0
40.400,teleop,11.914,2.9,0.0,0.0,0.0
40.450,teleop,11.945,2.9,0.0,0.0,0.0
40.500,teleop,11.939,2.9,0.0,0.0,0.0
40.550,teleop,11.914,4.0,0.0,0.0,0.0
40.600,teleop,11.996,4.0,0.0,0.0,0.0
40.651,teleop,11.945,4.0,0.0,0.0,0.0
40.701,teleop,11.864,4.0,0.0,0.0,0.0
40.750,teleop,11.870,4.0,0.0,0.0,0.0
40.801,teleop,11.977,0.3,0.0,0.0,0.0
40.850,teleop,11.801,-1.7,0.0,0.0,0.0
40.900,teleop,11.920,-1.7,0.0,0.0,0.0
40.950,teleop,11.964,-1.7,0.0,0.0,0.0
41.000,teleop,11.989,-1.7,0.0,0.0,0.0
41.051,teleop,11.964,2.5,0.0,0.0,0.0
41.100,teleop,11.769,2.5,0.0,0.0,0.0
41.150,teleop,12.040,2.5,0.0,0.0,0.0
41.200,teleop,11.977,2.5,0.0,0.0,0.0
41.250,teleop,11.952,2.5,0.0,0.0,0.0
41.300,teleop,11.914,22.1,0.0,0.0,0.0
41.350,teleop,11.807,22.1,0.0,0.0,0.0
41.400,teleop,11.895,22.1,0.0,0.0,0.0
41.450,teleop,11.889,22.1,0.0,0.0,0.0
41.501,teleop,11.927,22.1,0.0,0.0,0.0
41.550,teleop,11.908,1.7,0.0,0.0,0.0
41.600,teleop,11.933,1.7,0.0,0.0,0.0
41.650,teleop,11.883,1.7,0.0,0.0,0.0
41.700,teleop,11.914,1.7,0.0,0.0,0.0
41.750,teleop,11.939,1.7,0.0,0.0,0.0
41.800,teleop,11.933,1.7,0.0,0.0,0.0
41.850,teleop,11.927,1.6,0.0,0.0,0.0
41.900,teleop,11.920,1.6,0.0,0.0,0.0
41.950,teleop,11.876,1.6,0.0,0.0,0.0
42.000,teleop,11.933,1.6,0.0,0.0,0.0
42.051,teleop,11.883,32.8,0.0,0.0,0.0
42.101,teleop,11.776,32.8,0.0,0.0,0.0
42.150,teleop,11.883,32.8,0.0,0.0,0.0
42.201,teleop,11.656,32.8,0.0,0.0,0.0
42.251,teleop,11.889,32.8,0.0,0.0,0.0
42.301,teleop,11.889,4.9,0.0,0.0,0.0
42.350,teleop,11.638,0.6,0.0,0.0,0.0
42.400,teleop,11.883,0.6,0.0,0.0,0.0
42.450,teleop,11.688,0.6,0.0,0.0,0.0
42.500,teleop,11.895,0.6,0.0,0.0,0.0
42.550,teleop,11.883,1.5,0.0,0.0,0.0
42.600,teleop,11.864,1.3,0.0,0.0,0.0
42.650,teleop,11.901,1.3,0.0,0.0,0.0
42.700,teleop,11.914,1.3,0.0,0.0,0.0
42.750,teleop,11.769,1.3,0.0,0.0,0.0
42.800,teleop,11.889,1.9,0.0,0.0,0.0
42.850,teleop,11.744,1.2,0.0,0.0,0.0
42.902,teleop,11.883,1.2,0.0,0.0,0.0
42.950,teleop,11.575,1.2,0.0,0.0,0.0
43.000,teleop,11.707,1.2,0.0,0.0,0.0
43.050,teleop,11.889,3.6,0.0,0.0,0.0
43.100,teleop,11.518,3.6,0.0,0.0,0.0
43.150,teleop,11.870,3.6,0.0,0.0,0.0
43.200,teleop,11.864,3.6,0.0,0.0,0.0
43.250,teleop,11.832,3.6,0.0,0.0,0.0
43.301,teleop,11.883,2.8,0.0,0.0,0.0
43.352,teleop,11.851,2.8,0.0,0.0,0.0
43.402,teleop,11.857,2.8,0.0,0.0,0.0
43.452,teleop,11.870,2.8,0.0,0.0,0.0
43.501,teleop,11.864,2.8,0.0,0.0,0.0
43.552,teleop,11.857,3.5,0.0,0.0,0.0
43.601,teleop,11.864,3.5,0.0,0.0,0.0
43.650,teleop,11.870,3.5,0.0,0.0,0.0
43.700,teleop,11.832,3.5,0.0,0.0,0.0
43.750,teleop,11.876,3.5,0.0,0.0,0.0
43.800,teleop,11.889,3.9,0.0,0.0,0.0
43.850,teleop,11.857,3.5,0.0,0.0,0.0
43.900,teleop,11.857,3.5,0.0,0.0,0.0
43.950,teleop,11.864,3.5,0.0,0.0,0.0
44.000,teleop,11.864,3.5,0.0,0.0,0.0
44.050,teleop,11.832,3.8,0.0,0.0,0.0
44.100,teleop,11.876,3.8,0.0,0.0,0.0
44.150,teleop,11.845,3.8,0.0,0.0,0.0
44.200,teleop,11.895,3.8,0.0,0.0,0.0
44.250,teleop,11.870,3.8,0.0,0.0,0.0
44.301,teleop,11.851,3.1,0.0,0.0,0.0
44.351,teleop,11.876,3.1,0.0,0.0,0.0
44.400,teleop,11.864,3.1,0.0,0.0,0.0
44.451,teleop,11.889,3.1,0.0,0.0,0.0
44.501,teleop,11.857,3.1,0.0,0.0,0.0
44.551,teleop,11.826,3.2,0.0,0.0,0.0
44.601,teleop,11.889,3.2,0.0,0.0,0.0
44.650,teleop,11.857,3.2,0.0,0.0,0.0
44.700,teleop,11.839,3.2,0.0,0.0,0.0
44.750,teleop,11.845,3.2,0.0,0.0,0.0
44.800,teleop,11.870,3.7,0.0,0.0,0.0
44.850,teleop,11.864,3.6,0.0,0.0,0.0
44.900,teleop,11.876,3.6,0.0,0.0,0.0
44.950,teleop,11.857,3.6,0.0,0.0,0.0
45.000,teleop,11.851,3.6,0.0,0.0,0.0
45.050,teleop,11.864,2.7,0.0,0.0,0.0
45.100,teleop,11.839,3.2,0.0,0.0,0.0
45.150,teleop,11.857,3.2,0.0,0.0,0.0
45.200,teleop,11.851,3.2,0.0,0.0,0.0
45.250,teleop,11.870,3.2,0.0,0.0,0.0
45.300,teleop,11.851,5.6,0.0,0.0,0.0
45.350,teleop,11.883,5.8,0.0,0.0,0.0
45.400,teleop,11.851,5.8,0.0,0.0,0.0
45.450,teleop,12.002,5.8,0.0,0.0,0.0
45.500,teleop,11.996,5.8,0.0,0.0,0.0
45.550,teleop,11.813,17.0,0.0,0.0,0.0
45.602,teleop,11.933,17.0,0.0,0.0,0.0
45.650,teleop,11.908,17.0,0.0,0.0,0.0
45.700,teleop,11.889,17.0,0.0,0.0,0.0
45.750,teleop,11.870,17.0,0.0,0.0,0.0
45.800,teleop,11.870,16.0,0.0,0.0,0.0
45.851,teleop,12.014,16.0,0.0,0.0,0.0
45.900,teleop,11.983,16.0,0.0,0.0,0.0
45.950,teleop,11.418,16.0,0.0,0.0,0.0
46.000,teleop,11.832,16.0,0.0,0.0,0.0
46.050,teleop,12.040,0.1,0.0,0.0,0.0
46.100,teleop,12.040,0.1,0.0,0.0,0.0
46.150,teleop,12.046,0.1,0.0,0.0,0.0
46.200,teleop,12.071,0.1,0.0,0.0,0.0
46.250,teleop,12.058,0.1,0.0,0.0,0.0
46.300,teleop,12.058,0.0,0.0,0.0,0.0
46.350,teleop,12.065,-0.0,0.0,0.0,0.0
46.400,teleop,12.065,-0.0,0.0,0.0,0.0
46.450,teleop,12.077,-0.0,0.0,0.0,0.0
46.500,teleop,12.077,-0.0,0.0,0.0,0.0
46.550,teleop,12.084,-0.0,0.0,0.0,0.0
46.600,teleop,12.084,-0.0,0.0,0.0,0.0
46.650,teleop,12.084,-0.0,0.0,0.0,0.0
46.700,teleop,12.084,-0.0,0.0,0.0,0.0
46.750,teleop,12.077,-0.0,0.0,0.0,0.0
46.800,teleop,12.065,0.0,0.0,0.0,0.0
46.850,teleop,12.096,0.0,0.0,0.0,0.0
46.900,teleop,12.090,0.0,0.0,0.0,0.0
46.950,teleop,12.096,0.0,0.0,0.0,0.0
47.001,teleop,12.102,0.0,0.0,0.0,0.0
47.050,teleop,12.084,0.0,0.0,0.0,0.0
47.100,teleop,12.090,0.0,0.0,0.0,0.0
47.150,teleop,12.084,0.0,0.0,0.0,0.0
47.200,teleop,12.096,0.0,0.0,0.0,0.0
47.250,teleop,12.109,0.0,0.0,0.0,0.0
47.300,teleop,12.096,0.0,0.0,0.0,0.0
47.350,teleop,12.109,0.0,0.0,0.0,0.0
47.400,teleop,12.109,0.0,0.0,0.0,0.0
47.450,teleop,12.090,0.0,0.0,0.0,0.0
47.500,teleop,12.102,0.0,0.0,0.0,0.0
47.550,teleop,12.090,0.0,0.0,0.0,0.0
47.600,teleop,12.102,0.0,0.0,0.0,0.0
47.650,teleop,12.096,0.0,0.0,0.0,0.0
47.700,teleop,12.121,0.0,0.0,0.0,0.0
47.750,teleop,12.121,0.0,0.0,0.0,0.0
47.800,teleop,12.102,0.0,0.0,0.0,0.0
47.851,teleop,12.096,0.0,0.0,0.0,0.0
47.901,teleop,12.090,0.0,0.0,0.0,0.0
47.951,teleop,12.102,0.0,0.0,0.0,0.0
48.000,teleop,12.102,0.0,0.0,0.0,0.0
48.050,teleop,12.121,-0.0,0.0,0.0,0.0
48.100,teleop,12.109,-0.0,0.0,0.0,0.0
48.150,teleop,12.121,-0.0,0.0,0.0,0.0
48.200,teleop,12.115,-0.0,0.0,0.0,0.0
48.250,teleop,12.109,-0.0,0.0,0.0,0.0
48.300,teleop,12.102,-0.0,0.0,0.0,0.0
48.350,teleop,12.102,-0.0,0.0,0.0,0.0
48.400,teleop,12.109,-0.0,0.0,0.0,0.0
48.450,teleop,12.121,-0.0,0.0,0.0,0.0
48.500,teleop,12.121,-0.0,0.0,0.0,0.0
48.550,teleop,12.115,-0.0,0.0,0.0,0.0
48.602,teleop,12.121,-0.0,0.0,0.0,0.0
48.651,teleop,12.115,-0.0,0.0,0.0,0.0
